caso,tipo_adyacencia,modelo,fraccion_datos,porcentaje_datos,max_epochs,best_epoch,epochs_ejecutadas,batch_size,hidden_channels,lstm_hidden,best_val_loss,test_loss,test_mae,test_rmse,tiempo_segundos,modelo_guardado,curva_guardada,pred_vs_real_dir
proximidad_sentido_v1_50,cercania,GCN_LSTM,0.001,0,1,1,1,4,32,64,0.014171769178176034,0.01544986422222032,0.08355756849050522,0.12429748475551605,7.784441709518433,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_sentido_v1_50_cercania_GCN_LSTM_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_sentido_v1_50_cercania_GCN_LSTM_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_sentido_v1_50,cercania,GCN_GRU,0.001,0,1,1,1,4,32,64,0.014193636167617872,0.01542961226174982,0.08507289737462997,0.1242159828543663,8.532907485961914,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_sentido_v1_50_cercania_GCN_GRU_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_sentido_v1_50_cercania_GCN_GRU_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_sentido_v1_500,correlacion,GCN_GRU,0.001,0,1,1,1,4,32,64,0.01653710793510382,0.0173375718758082,0.08616244792938232,0.1316722184419632,21.40533971786499,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_sentido_v1_500_correlacion_GCN_GRU_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_sentido_v1_500_correlacion_GCN_GRU_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_sentido_v2_500,correlacion,GCN_GRU,0.001,0,1,1,1,4,32,64,0.018457423813607435,0.018784491631200297,0.09278452396392822,0.13705652952194214,17.476102113723755,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_sentido_v2_500_correlacion_GCN_GRU_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_sentido_v2_500_correlacion_GCN_GRU_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_50,cercania,GAT_LSTM,0.001,0,1,1,1,4,32,64,0.02130612741070999,0.023905502300095614,0.0938381552696228,0.15461404621601105,8.116052389144897,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_50_cercania_GAT_LSTM_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_50_cercania_GAT_LSTM_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_comportamiento_500,cercania,GCN_GRU,0.001,0,1,1,1,4,32,64,0.024526065711613164,0.024802073335977226,0.0961923897266388,0.15748673677444458,13.398707151412964,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_comportamiento_500_cercania_GCN_GRU_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_comportamiento_500_cercania_GCN_GRU_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_500,correlacion,GCN_LSTM,0.001,0,1,1,1,4,32,64,0.013109562752461461,0.012479489820569956,0.09668545424938202,0.11171163618564606,11.937511920928955,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_500_correlacion_GCN_LSTM_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_500_correlacion_GCN_LSTM_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_500,cercania,GCN_LSTM,0.001,0,1,1,1,4,32,64,0.018103045648968783,0.017987156463429566,0.10123293101787567,0.13411620259284973,13.190863132476807,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_500_cercania_GCN_LSTM_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_500_cercania_GCN_LSTM_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_comportamiento_500,correlacion,GCN_LSTM,0.001,0,1,1,1,4,32,64,0.023279284108135824,0.02340624317039082,0.10484828799962997,0.15299099683761597,13.07027792930603,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_comportamiento_500_correlacion_GCN_LSTM_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_comportamiento_500_correlacion_GCN_LSTM_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_comportamiento_500,correlacion,GCN_GRU,0.001,0,1,1,1,4,32,64,0.027229160688497952,0.027594154069944376,0.10658583045005798,0.16611488163471222,13.56869649887085,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_comportamiento_500_correlacion_GCN_GRU_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_comportamiento_500_correlacion_GCN_GRU_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_sentido_v2_50,correlacion,GAT_LSTM,0.001,0,1,1,1,4,32,64,0.01730574513354568,0.01790027609242139,0.10877691209316254,0.13379190862178802,8.118502378463745,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_sentido_v2_50_correlacion_GAT_LSTM_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_sentido_v2_50_correlacion_GAT_LSTM_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_comportamiento_500,cercania,GCN_LSTM,0.001,0,1,1,1,4,32,64,0.024288800168723607,0.02443476622129536,0.10932519286870956,0.15631623566150665,12.322736263275146,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_comportamiento_500_cercania_GCN_LSTM_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_comportamiento_500_cercania_GCN_LSTM_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_sentido_v2_50,cercania,GAT_LSTM,0.001,0,1,1,1,4,32,64,0.025768431582599543,0.027716330620491746,0.11341191083192825,0.16648222506046295,8.410451412200928,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_sentido_v2_50_cercania_GAT_LSTM_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_sentido_v2_50_cercania_GAT_LSTM_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_sentido_v1_50,correlacion,GCN_LSTM,0.001,0,1,1,1,4,32,64,0.026939647196546096,0.02946943434009972,0.11974076926708221,0.17166663706302643,7.831142902374268,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_sentido_v1_50_correlacion_GCN_LSTM_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_sentido_v1_50_correlacion_GCN_LSTM_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_comportamiento_50,cercania,GCN_LSTM,0.001,0,1,1,1,4,32,64,0.046960855588216006,0.049835635580408384,0.12143892049789429,0.2232389748096466,6.62225079536438,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_comportamiento_50_cercania_GCN_LSTM_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_comportamiento_50_cercania_GCN_LSTM_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_sentido_v1_50,correlacion,GAT_LSTM,0.001,0,1,1,1,4,32,64,0.027548493722844743,0.030117522761158425,0.12258940190076828,0.1735440045595169,9.356661081314087,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_sentido_v1_50_correlacion_GAT_LSTM_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_sentido_v1_50_correlacion_GAT_LSTM_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_comportamiento_50,cercania,GAT_LSTM,0.001,0,1,1,1,4,32,64,0.03851730557700985,0.04075276503511799,0.1264389604330063,0.20187313854694366,7.88846755027771,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_comportamiento_50_cercania_GAT_LSTM_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_comportamiento_50_cercania_GAT_LSTM_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_comportamiento_50,correlacion,GCN_LSTM,0.001,0,1,1,1,4,32,64,0.03831440537461578,0.0405732331288722,0.13031132519245148,0.20142799615859985,6.663423538208008,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_comportamiento_50_correlacion_GCN_LSTM_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_comportamiento_50_correlacion_GCN_LSTM_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_sentido_v1_500,cercania,GAT_LSTM,0.001,0,1,1,1,4,32,64,0.020673437010387534,0.020490775019367715,0.13117893040180206,0.14314599335193634,24.7430260181427,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_sentido_v1_500_cercania_GAT_LSTM_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_sentido_v1_500_cercania_GAT_LSTM_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
proximidad_500,correlacion,GAT_LSTM,0.001,0,1,1,1,4,32,64,0.02211437789769528,0.021338925181843896,0.13695935904979706,0.14607849717140198,15.134336233139038,results\experimentos_epocas_datos\run_20260430_134001\modelos\proximidad_500_correlacion_GAT_LSTM_datos_0_epochs_1.pt,results\experimentos_epocas_datos\run_20260430_134001\graficas\curvas_entrenamiento\proximidad_500_correlacion_GAT_LSTM_datos_0_epochs_1.png,results\experimentos_epocas_datos\run_20260430_134001\graficas\pred_vs_real
