epoch,train_loss,val_loss,val_mae,val_rmse
1,0.014550176168819077,0.011327278840252562,0.05788901075720787,0.10642968863248825
2,0.011288206147265088,0.01045860851532517,0.054690711200237274,0.10226733982563019
