epoch,train_loss,val_loss,val_mae,val_rmse
1,0.006015432041947001,0.003779132194022394,0.027741363272070885,0.061474647372961044
2,0.003489847119912043,0.00376191864612157,0.02676508016884327,0.061334483325481415
3,0.003463458527933604,0.0037460718340709236,0.026514941826462746,0.06120516359806061
4,0.003455495182063806,0.0037438591651021425,0.026388831436634064,0.06118708476424217
5,0.003449897595876178,0.0037378654394794935,0.026249978691339493,0.0611380860209465
