caso,tipo_adyacencia,modelo,fraccion_datos,porcentaje_datos,max_epochs,best_epoch,epochs_ejecutadas,batch_size,hidden_channels,lstm_hidden,best_val_loss,test_loss,test_mae,test_rmse,tiempo_segundos,modelo_guardado,curva_guardada,pred_vs_real_dir
proximidad_comportamiento_50,cercania,GCN_LSTM,1.0,100,25,25,25,32,32,64,0.02842126339673996,0.029022939457201663,0.1325417011976242,0.1703612059354782,1064.8640971183777,results\experimentos_epocas_datos\run_20260518_131858\modelos\proximidad_comportamiento_50_cercania_GCN_LSTM_datos_100_epochs_25.pt,results\experimentos_epocas_datos\run_20260518_131858\graficas\curvas_entrenamiento\proximidad_comportamiento_50_cercania_GCN_LSTM_datos_100_epochs_25.png,results\experimentos_epocas_datos\run_20260518_131858\graficas\pred_vs_real
proximidad_comportamiento_50,cercania,GCN_GRU,1.0,100,25,21,25,32,32,64,0.028104158610473443,0.028646368855311546,0.12927547097206116,0.16925238072872162,1091.7932069301605,results\experimentos_epocas_datos\run_20260518_131858\modelos\proximidad_comportamiento_50_cercania_GCN_GRU_datos_100_epochs_25.pt,results\experimentos_epocas_datos\run_20260518_131858\graficas\curvas_entrenamiento\proximidad_comportamiento_50_cercania_GCN_GRU_datos_100_epochs_25.png,results\experimentos_epocas_datos\run_20260518_131858\graficas\pred_vs_real
proximidad_comportamiento_50,cercania,GAT_LSTM,1.0,100,25,25,25,32,32,64,0.01642087032029658,0.01668422600645342,0.09416614472866058,0.12916743755340576,1633.4382519721985,results\experimentos_epocas_datos\run_20260518_131858\modelos\proximidad_comportamiento_50_cercania_GAT_LSTM_datos_100_epochs_25.pt,results\experimentos_epocas_datos\run_20260518_131858\graficas\curvas_entrenamiento\proximidad_comportamiento_50_cercania_GAT_LSTM_datos_100_epochs_25.png,results\experimentos_epocas_datos\run_20260518_131858\graficas\pred_vs_real
proximidad_comportamiento_50,correlacion,GCN_LSTM,1.0,100,25,25,25,32,32,64,0.01018540978109763,0.01077766839046905,0.058876875787973404,0.10381555557250977,1064.699584722519,results\experimentos_epocas_datos\run_20260518_131858\modelos\proximidad_comportamiento_50_correlacion_GCN_LSTM_datos_100_epochs_25.pt,results\experimentos_epocas_datos\run_20260518_131858\graficas\curvas_entrenamiento\proximidad_comportamiento_50_correlacion_GCN_LSTM_datos_100_epochs_25.png,results\experimentos_epocas_datos\run_20260518_131858\graficas\pred_vs_real
proximidad_comportamiento_50,correlacion,GCN_GRU,1.0,100,25,25,25,32,32,64,0.00917448570008999,0.009707707203464743,0.05701605603098869,0.0985276997089386,1082.0353214740753,results\experimentos_epocas_datos\run_20260518_131858\modelos\proximidad_comportamiento_50_correlacion_GCN_GRU_datos_100_epochs_25.pt,results\experimentos_epocas_datos\run_20260518_131858\graficas\curvas_entrenamiento\proximidad_comportamiento_50_correlacion_GCN_GRU_datos_100_epochs_25.png,results\experimentos_epocas_datos\run_20260518_131858\graficas\pred_vs_real
proximidad_comportamiento_50,correlacion,GAT_LSTM,1.0,100,25,24,25,32,32,64,0.01331179075770908,0.014323752506831546,0.06966906040906906,0.11968187987804413,1616.9536743164062,results\experimentos_epocas_datos\run_20260518_131858\modelos\proximidad_comportamiento_50_correlacion_GAT_LSTM_datos_100_epochs_25.pt,results\experimentos_epocas_datos\run_20260518_131858\graficas\curvas_entrenamiento\proximidad_comportamiento_50_correlacion_GAT_LSTM_datos_100_epochs_25.png,results\experimentos_epocas_datos\run_20260518_131858\graficas\pred_vs_real
proximidad_comportamiento_500,cercania,GCN_LSTM,1.0,100,25,24,25,32,32,64,0.01922746438211129,0.01938840130596985,0.08878206461668015,0.1392422318458557,2757.169184923172,results\experimentos_epocas_datos\run_20260518_131858\modelos\proximidad_comportamiento_500_cercania_GCN_LSTM_datos_100_epochs_25.pt,results\experimentos_epocas_datos\run_20260518_131858\graficas\curvas_entrenamiento\proximidad_comportamiento_500_cercania_GCN_LSTM_datos_100_epochs_25.png,results\experimentos_epocas_datos\run_20260518_131858\graficas\pred_vs_real
proximidad_comportamiento_500,cercania,GCN_GRU,1.0,100,25,24,25,32,32,64,0.019046865008127543,0.01921036885936319,0.09081181138753891,0.13860146701335907,2747.528317451477,results\experimentos_epocas_datos\run_20260518_131858\modelos\proximidad_comportamiento_500_cercania_GCN_GRU_datos_100_epochs_25.pt,results\experimentos_epocas_datos\run_20260518_131858\graficas\curvas_entrenamiento\proximidad_comportamiento_500_cercania_GCN_GRU_datos_100_epochs_25.png,results\experimentos_epocas_datos\run_20260518_131858\graficas\pred_vs_real
proximidad_comportamiento_500,cercania,GAT_LSTM,1.0,100,25,25,25,32,32,64,0.021160732320061437,0.021375352001668495,0.09746312350034714,0.14620311558246613,3906.2955825328827,results\experimentos_epocas_datos\run_20260518_131858\modelos\proximidad_comportamiento_500_cercania_GAT_LSTM_datos_100_epochs_25.pt,results\experimentos_epocas_datos\run_20260518_131858\graficas\curvas_entrenamiento\proximidad_comportamiento_500_cercania_GAT_LSTM_datos_100_epochs_25.png,results\experimentos_epocas_datos\run_20260518_131858\graficas\pred_vs_real
proximidad_comportamiento_500,correlacion,GCN_LSTM,1.0,100,25,24,25,32,32,64,0.006860872903079899,0.0071587553615739315,0.03932560235261917,0.08460942655801773,2796.0515987873077,results\experimentos_epocas_datos\run_20260518_131858\modelos\proximidad_comportamiento_500_correlacion_GCN_LSTM_datos_100_epochs_25.pt,results\experimentos_epocas_datos\run_20260518_131858\graficas\curvas_entrenamiento\proximidad_comportamiento_500_correlacion_GCN_LSTM_datos_100_epochs_25.png,results\experimentos_epocas_datos\run_20260518_131858\graficas\pred_vs_real
proximidad_comportamiento_500,correlacion,GCN_GRU,1.0,100,25,23,25,32,32,64,0.007192545051881928,0.007445417964302095,0.040817491710186005,0.08628683537244797,2789.5104179382324,results\experimentos_epocas_datos\run_20260518_131858\modelos\proximidad_comportamiento_500_correlacion_GCN_GRU_datos_100_epochs_25.pt,results\experimentos_epocas_datos\run_20260518_131858\graficas\curvas_entrenamiento\proximidad_comportamiento_500_correlacion_GCN_GRU_datos_100_epochs_25.png,results\experimentos_epocas_datos\run_20260518_131858\graficas\pred_vs_real
