epoch,train_loss,val_loss,val_mae,val_rmse
1,0.08586587052914298,0.0226037411432884,0.10635365545749664,0.15034539997577667
2,0.020304702988987604,0.019772603118531712,0.09832273423671722,0.1406150907278061
3,0.012829606919561136,0.010335421485150043,0.05326894298195839,0.10166327655315399
4,0.008984128135240048,0.009494979391979835,0.050337374210357666,0.09744219481945038
5,0.008519497748595716,0.00923981701957388,0.053531501442193985,0.09612396359443665
6,0.008228439895637915,0.008618379409012377,0.05161692947149277,0.09283522516489029
7,0.007467432911519515,0.007963414194519805,0.04583701863884926,0.08923796564340591
8,0.007206733252674867,0.007860640358271736,0.04486066848039627,0.08866024762392044
9,0.007094914359404173,0.007768629636444791,0.04552283138036728,0.08813983201980591
10,0.007023284578419077,0.007739400994536039,0.04589775577187538,0.08797387033700943
11,0.007016024126973876,0.007737514476448332,0.04596039280295372,0.08796314150094986
12,0.0069824020364216205,0.007765185323212248,0.045757003128528595,0.08812028914690018
13,0.006991972123279754,0.0077744297821131635,0.04528527334332466,0.08817272633314133
14,0.006977989446718987,0.00781740075618589,0.04786805436015129,0.08841606229543686
15,0.006966109023492793,0.007746453970434312,0.04662052169442177,0.08801394701004028
16,0.006956821861172503,0.007693687236083171,0.04589943215250969,0.08771365880966187
17,0.0069563304196095434,0.007649330176045345,0.04432101920247078,0.08746044337749481
18,0.006937354680629311,0.007634467376367606,0.044027820229530334,0.08737543970346451
19,0.0069252950669517295,0.007616867577234671,0.043173544108867645,0.08727467060089111
20,0.006915936993214511,0.007606785277125768,0.043036337941884995,0.08721688389778137
21,0.006907774431992237,0.007598968462407869,0.042950358241796494,0.08717206120491028
22,0.006890283529212703,0.007607564546789462,0.04392964392900467,0.08722135424613953
23,0.006874093069678515,0.007588113975502139,0.04368836432695389,0.08710978180170059
24,0.006854515917298926,0.007565991070940127,0.0435713529586792,0.08698270469903946
25,0.006832216874290474,0.007539609286246863,0.0437810942530632,0.08683092147111893
