epoch,train_loss,val_loss,val_mae,val_rmse
1,0.08267533511289346,0.008340102718917589,0.05614836886525154,0.09132416546344757
2,0.007644383787583344,0.007968338529254309,0.05037789046764374,0.08926554769277573
3,0.00709981243794676,0.007031898414245539,0.046597350388765335,0.08385641872882843
4,0.005283478787403451,0.004570476513259664,0.034268803894519806,0.06760529428720474
5,0.004278757197721404,0.004431938139675787,0.0342363603413105,0.06657280772924423
6,0.00418223868856108,0.004339590679622145,0.03303872421383858,0.0658755674958229
7,0.004096806921787391,0.004256281068222433,0.03215537220239639,0.06524017453193665
8,0.004006536351751433,0.0041576816988222465,0.03274642676115036,0.06448008865118027
9,0.0038878058052858717,0.004016790202502533,0.03303179144859314,0.06337814778089523
10,0.003754561914421937,0.0047071195118890945,0.0464312843978405,0.06860845535993576
11,0.0036289468162484296,0.004153375593741828,0.04279835522174835,0.06444668769836426
12,0.0035194780920357713,0.0036497262441120893,0.034224603325128555,0.06041296571493149
13,0.0034142931688680156,0.003466589779611655,0.027402959764003754,0.05887775495648384
14,0.0033374310536802717,0.003472282719217267,0.03054417483508587,0.05892607569694519
15,0.0033093500049592417,0.0034025131503708844,0.028523990884423256,0.05833106487989426
16,0.0032664958287912517,0.003362392890677469,0.02770945243537426,0.057986147701740265
17,0.003239901377103979,0.0033504151970095556,0.02733505703508854,0.05788277089595795
18,0.003209578206701678,0.00331485378594257,0.02732709050178528,0.057574763894081116
19,0.0031851701921682516,0.0032940828356318413,0.02706543728709221,0.05739410221576691
20,0.0031607485881840025,0.0032663061726755176,0.027047913521528244,0.05715160816907883
21,0.003132811164417743,0.0032343819505424535,0.02670048549771309,0.05687163025140762
22,0.0031000727815764678,0.0032078088808380127,0.026243906468153,0.05663752183318138
23,0.0030691799854329536,0.0031773838853150537,0.02607160434126854,0.05636828392744064
24,0.003034679990928029,0.0031582860226308453,0.025895362719893456,0.05619862675666809
25,0.0030075850703000498,0.003143316570649714,0.02580341324210167,0.056065287441015244
