epoch,train_loss,val_loss,val_mae,val_rmse
1,0.1151979864544472,0.03414119300284761,0.14377281069755554,0.18477335572242737
2,0.03310461747894059,0.03415499458179211,0.1456649750471115,0.18481069803237915
3,0.03307667688210905,0.034105958432379395,0.14513610303401947,0.18467798829078674
4,0.03304049186690028,0.03403867187567239,0.14384350180625916,0.1844957172870636
5,0.032993472761636417,0.03397632350862797,0.14259301126003265,0.1843266636133194
6,0.032935480394351395,0.03391018387293564,0.1423412710428238,0.1841471791267395
7,0.03286234386246511,0.03382280979800168,0.14234331250190735,0.18390978872776031
8,0.032763774933232466,0.03369992160261308,0.14201460778713226,0.18357539176940918
9,0.03262619872012126,0.03355136563176274,0.1428288221359253,0.18317031860351562
10,0.03243620779637425,0.033371625347752405,0.14350074529647827,0.18267901241779327
11,0.0321507157978393,0.03296169897346603,0.14205193519592285,0.18155357241630554
12,0.03159708344290779,0.032287417408669875,0.14774462580680847,0.1796870082616806
13,0.03120660861808647,0.03163229550216369,0.139579176902771,0.17785470187664032
14,0.03012198487517215,0.030879719565884065,0.1395469605922699,0.1757262647151947
15,0.02987913059572729,0.030597359371031214,0.13538053631782532,0.17492100596427917
16,0.029722855930739745,0.030565209443802418,0.1353832334280014,0.17482908070087433
17,0.029656920908605423,0.030593458013707546,0.13639314472675323,0.17490985989570618
18,0.02961638389479003,0.030657989267351766,0.1377178579568863,0.17509423196315765
19,0.02958394670929356,0.03068294104070487,0.13823774456977844,0.17516547441482544
20,0.029556228862301227,0.030673075257225967,0.13822874426841736,0.17513731122016907
21,0.02953234130812232,0.03065096500048416,0.13805080950260162,0.17507417500019073
22,0.029511166375214868,0.030627162816259053,0.13786818087100983,0.1750061810016632
23,0.02949199605761307,0.03060419489131621,0.13772708177566528,0.1749405562877655
24,0.029475212590745474,0.03058290795875072,0.13760390877723694,0.17487969994544983
25,0.02946113971641442,0.03055541685286616,0.13731887936592102,0.1748010814189911
