epoch,train_loss,val_loss,val_mae,val_rmse
1,0.20495709429536038,0.008402793670312814,0.06357225030660629,0.09166675060987473
2,0.0077618769573675845,0.0077224641777659106,0.05154762044548988,0.0878775492310524
3,0.007605924024361528,0.00767969660372652,0.051302116364240646,0.08763387799263
4,0.007568228799925444,0.007643083687535325,0.050924185663461685,0.08742473274469376
5,0.0075349634836315675,0.007612632137658095,0.05058766528964043,0.08725039660930634
6,0.007507297130870211,0.007587864580848013,0.05022486671805382,0.08710835129022598
7,0.007485244046251484,0.007567947007227967,0.04986197128891945,0.08699394762516022
8,0.007468043009416675,0.0075519947906951875,0.04949706792831421,0.08690221607685089
9,0.007454725763664537,0.0075392265705303465,0.049121443182229996,0.08682872354984283
10,0.007444354106708604,0.00752919735218783,0.04877377673983574,0.08677095174789429
11,0.007436151383106741,0.007521456022353729,0.048536237329244614,0.08672633022069931
12,0.007429566242685699,0.0075153507224996795,0.04843112826347351,0.08669111877679825
13,0.007424176557518517,0.007510175094908234,0.04838274419307709,0.08666126430034637
14,0.007419476552087368,0.007505192149127781,0.048315055668354034,0.08663251250982285
15,0.007414944241716412,0.007499961120456995,0.0481962189078331,0.08660231530666351
16,0.007410198843433739,0.007494492886238994,0.04805956780910492,0.08657073974609375
17,0.007405054996337113,0.007488830966357789,0.047976937144994736,0.08653803169727325
18,0.00739952341739465,0.0074828555534171195,0.04797295108437538,0.08650349825620651
19,0.007393682807419011,0.007476436147680738,0.047995176166296005,0.08646638691425323
20,0.007387473486971253,0.007469291938573929,0.047948554158210754,0.0864250659942627
21,0.007380580119779635,0.0074613011130983216,0.04772574454545975,0.08637882769107819
22,0.0073724051887447935,0.007453505800191826,0.04732748866081238,0.08633369207382202
23,0.0073624719754330015,0.0074456305512170355,0.04697825387120247,0.08628806471824646
24,0.007350950798783028,0.007434349127626782,0.046826958656311035,0.08622267097234726
25,0.00733753010030452,0.00741689771195163,0.04687652364373207,0.08612141013145447
