epoch,train_loss,val_loss,val_mae,val_rmse
1,0.11638555158178372,0.011391633270102348,0.058385949581861496,0.1067315936088562
2,0.011325881750663958,0.011359442664524771,0.05590204894542694,0.10658068209886551
3,0.011260815996119783,0.011351630379683411,0.05604942515492439,0.10654402524232864
4,0.011252616538004306,0.011344115815333535,0.05652717500925064,0.1065087616443634
5,0.011242242729139028,0.011336191719225513,0.05690941959619522,0.10647156089544296
6,0.01123038668818069,0.011325207902602094,0.057053983211517334,0.10641995072364807
7,0.011217222570648474,0.01131156085660307,0.05708692967891693,0.10635582357645035
8,0.01120259723548129,0.011295008626566783,0.05701066181063652,0.10627797245979309
9,0.011186202489250544,0.011275510139696082,0.056828293949365616,0.10618620365858078
10,0.011167699527436976,0.011253985227348438,0.056632690131664276,0.10608480125665665
11,0.011146651168210125,0.011220132946783076,0.05590092018246651,0.10592512786388397
12,0.011122952471295734,0.011206610109362726,0.05658816173672676,0.10586127638816833
13,0.011087062966437172,0.011096811043960516,0.056236833333969116,0.10534140467643738
14,0.010617349545070816,0.010181249832023885,0.053215835243463516,0.10090217739343643
15,0.00958284717521765,0.009300988539632906,0.05130215361714363,0.09644163399934769
16,0.008978371284938141,0.009010918160929906,0.0511198565363884,0.09492585808038712
17,0.008787373482305096,0.008833407785987343,0.04831963777542114,0.09398621320724487
18,0.008706715159356075,0.008746003685834445,0.04609500244259834,0.09352006763219833
19,0.008671333167177499,0.008731738723074475,0.046511683613061905,0.09344377368688583
20,0.008657724726773947,0.008765581894337996,0.04873209819197655,0.09362468868494034
21,0.008647215816660468,0.00870157875810197,0.0463138185441494,0.09328226000070572
22,0.008625751334216841,0.008692594955656384,0.04649991914629936,0.09323408454656601
23,0.008615811183745872,0.008682384622403111,0.046487752348184586,0.09317931532859802
24,0.008606181175406999,0.008672411866805623,0.04644373804330826,0.09312578290700912
25,0.008597337059139572,0.008663477098598707,0.046402860432863235,0.09307780116796494
