epoch,train_loss,val_loss,val_mae,val_rmse
1,0.11898603729081864,0.024339299703660184,0.11908145993947983,0.15601056814193726
2,0.02259381114625533,0.021585407252707276,0.10026292502880096,0.14691972732543945
3,0.020874921209933565,0.01873548948216519,0.09333472698926926,0.1368776559829712
4,0.014916321778616787,0.010380456682387108,0.05631793290376663,0.10188452154397964
5,0.009774859853622328,0.009131326382185077,0.04836784303188324,0.09555798023939133
6,0.009194049612498681,0.00875442450483483,0.04696230962872505,0.09356508404016495
7,0.0088739012100837,0.008507675409283379,0.045148786157369614,0.09223706275224686
8,0.008692928858643851,0.008376228093310484,0.04468752443790436,0.0915217325091362
9,0.008586833242914515,0.008329904892610105,0.04673352837562561,0.09126831591129303
10,0.008528474899685622,0.00829716138205329,0.04711763933300972,0.09108875691890717
11,0.008483805238838337,0.008265767046765468,0.046980325132608414,0.09091626852750778
12,0.008449157098885832,0.008240258186618308,0.046824920922517776,0.09077586978673935
13,0.00842186083330493,0.008225208715983492,0.04695924371480942,0.09069293737411499
14,0.008401342574597112,0.008213007931952822,0.04707317054271698,0.09062564373016357
15,0.008383858965842272,0.008205399640392234,0.047286514192819595,0.09058365970849991
16,0.008369157389283944,0.008198958558806178,0.047468818724155426,0.09054810553789139
17,0.008356643920195712,0.008191484171670123,0.04754883423447609,0.09050682187080383
18,0.008344656460475578,0.008183556377601812,0.047579970210790634,0.09046301245689392
19,0.008332648890135323,0.008176049871399629,0.047597046941518784,0.09042150527238846
20,0.008320738803856633,0.008167690931741594,0.04758628457784653,0.09037527441978455
21,0.008308830116814643,0.008159311751059297,0.04758324846625328,0.09032890945672989
22,0.00829714958442904,0.008148153266253509,0.04748993739485741,0.0902671217918396
23,0.008285390996893694,0.008136061928392668,0.047361455857753754,0.09020011872053146
24,0.008273607791263122,0.00812546793438713,0.047283340245485306,0.09014137834310532
25,0.00826213315483426,0.008113305914819105,0.04712896794080734,0.09007389098405838
