epoch,train_loss,val_loss,val_mae,val_rmse
1,0.14953753802867675,0.013440307307542716,0.08173593878746033,0.11593234539031982
2,0.008431357749925686,0.007466794502486225,0.04935561493039131,0.08641061186790466
3,0.007372720488070014,0.007346009267977614,0.04840764403343201,0.0857088640332222
4,0.007256174038097183,0.007227211558884409,0.04703790321946144,0.0850130096077919
5,0.007130384693678287,0.007093909231243701,0.04638907313346863,0.08422534167766571
6,0.006983373733845652,0.006939951473380319,0.04575996473431587,0.08330637216567993
7,0.0068179222227519815,0.006771153056653507,0.045121971517801285,0.0822870135307312
8,0.006636136376137211,0.006587539130977395,0.04433877021074295,0.08116365224123001
9,0.006435144839769596,0.006385359057471257,0.04329188913106918,0.07990844547748566
10,0.006209569579926619,0.00615895848981952,0.04193095490336418,0.07847902923822403
11,0.005955429317634219,0.005899131288604798,0.04034049063920975,0.07680580019950867
12,0.005656780960938538,0.005572890335143151,0.03812887519598007,0.0746517926454544
13,0.005241442722483323,0.0050190160214968246,0.03474876284599304,0.07084500789642334
14,0.00458789390998874,0.004380399735463661,0.030969155952334404,0.06618458777666092
15,0.004212538188054841,0.0042918854399371905,0.03059012070298195,0.06551248580217361
16,0.004162366039479664,0.004266884616780059,0.030673911795020103,0.06532139331102371
17,0.004146763761349862,0.004252603158258053,0.030661117285490036,0.06521198898553848
18,0.004136167685165604,0.004238720122897161,0.030850643292069435,0.06510545313358307
19,0.0041266804400842275,0.004228928717143379,0.03034111298620701,0.06503021717071533
20,0.004116604597783991,0.004216515912167711,0.030186088755726814,0.06493470817804337
21,0.004101759754008662,0.00420275532259999,0.03022230789065361,0.06482865661382675
22,0.004087498541186952,0.004192627461849971,0.030460331588983536,0.06475050002336502
23,0.004075999522422196,0.004185190600391402,0.030753320083022118,0.06469304859638214
24,0.004065773275468623,0.004177208682396039,0.030898060649633408,0.06463132798671722
25,0.004055736159764313,0.004168243831734154,0.03098214790225029,0.06456194072961807
