source,target,weight
21,318,0.16058252912606025
22,1,0.49217926590635297
22,3,0.47848695809969527
22,14,0.45088169799955913
22,16,0.4458586906724623
22,111,0.4388574902007422
23,1,0.5870518950859566
23,3,0.5801721295733846
23,111,0.5522459412903866
23,97,0.5487899716559073
23,16,0.5170434529062122
24,462,0.1448220004310202
24,360,0.11620091458511107
24,207,0.10898929467132754
24,78,0.10675823686634871
24,61,0.10150852692626718
25,12,0.25550519237889535
25,253,0.23610561268348024
25,14,0.22373933976412907
25,417,0.21515716974816834
25,111,0.21473248181070048
26,1,0.3977126494677592
26,52,0.3730180259716983
26,441,0.3686225085281699
26,371,0.35680610392453904
26,3,0.35478120345499486
27,52,0.24568123368393646
27,374,0.20619564432124893
27,387,0.20558580470903604
27,275,0.20534148186530068
27,441,0.20497927481012868
28,171,0.2437348544635559
28,374,0.23105744211258092
28,196,0.22161574240030552
28,134,0.21997293074711124
28,52,0.21276234650205553
29,1,0.44256990846632827
29,97,0.42952468705770047
29,3,0.42800445561826556
29,111,0.42370792601876284
29,23,0.42199587525754145
30,1,0.6732612422789456
30,52,0.6197233235736102
30,371,0.5993562991298244
30,242,0.5987888177229868
30,441,0.5971874001234082
31,1,0.40784034921476414
31,242,0.3849680844661482
31,14,0.37754918669352844
31,3,0.37591585748935324
31,111,0.3725831505254831
32,111,0.30409659811054535
32,1,0.30287422459932284
32,14,0.3000304657577274
32,16,0.2967000076492362
32,41,0.28862486652573377
33,317,0.2503174354777961
33,288,0.23829295853850066
33,429,0.21986656060750995
33,66,0.1985491994114161
33,318,0.19787091184635294
34,1,0.5387937194346057
34,111,0.5115841148371242
34,16,0.4919082440084057
34,3,0.4819042381086243
34,97,0.4771816233453293
35,36,0.5676583548871781
35,429,0.5525495041775038
35,1,0.5172655901927021
35,242,0.49812596166514184
35,467,0.4976257453380466
36,1,0.6410634186305075
36,14,0.6191464646738247
36,3,0.6118421886244756
36,242,0.6005034617313311
36,16,0.5806409494228759
37,1,0.5795989587589053
37,3,0.5435229722341193
37,111,0.5160243887146873
37,242,0.5035946662737573
37,14,0.5031628261275387
38,17,0.32105739184823545
38,1,0.3154594639223675
38,62,0.30633006335682167
38,52,0.30192907152977766
38,16,0.2992145884397205
39,1,0.4103266849636446
39,3,0.40549062878655
39,14,0.38479714395043796
39,242,0.37158138956078673
39,111,0.3673708896443237
40,1,0.5304839676580121
40,14,0.5000746703647243
40,3,0.49040892261297164
40,36,0.4865021807525049
40,111,0.4846471057635359
41,1,0.7159652527191602
41,111,0.652071126596143
41,3,0.6475003266311581
41,16,0.647262876908072
41,14,0.6427419588123826
42,294,0.4203542093676813
42,425,0.41522741206656644
42,36,0.4041558849786197
42,1,0.3944190229765822
42,3,0.3829332081115829
43,1,0.4874186601992517
